AccountPk,TotalBalance,Expenses,EmploymentBasis,IncomeBand,State,FGF Score,Age,Age Group,Resilience_Score,Segment,Clustering
1147789,4133.78,1139.55,Full Time Work,80k - 90k,NSW,410,44,41-45,3.627554737,Gold,Gold4
1147816,29.55,729.9715,Full Time Work,50k - 60k,QLD,390,55,51-55,0.040481032,Gold,Gold5
1147830,73.64,578.6607,Full Time Work,20k - 30k,NSW,401,24,18-25,0.127259377,Gold,Gold3
1147849,980.18,744.963,Self Employed,50k - 60k,VIC,363,28,26-30,1.315743198,Gold,Gold4
1147858,341.32,1205.73,Full Time Work,50k - 60k,SA,377,45,41-45,0.283081619,Gold,Gold4
1147931,1633.37,713.2561,Casual Work,40k - 50k,QLD,373,34,31-35,2.290018971,Gold,Gold3
1147961,0.98,658.9023,Full Time Work,40k - 50k,VIC,398,38,36-40,0.001487322,Gold,Gold4
1148015,174.43,838.1384,Full Time Work,50k - 60k,NSW,472,50,46-50,0.208115987,Gold,Gold5
1148025,152.95,893.5953,Full Time Work,50k - 60k,SA,378,26,26-30,0.171162494,Gold,Gold4
1148099,12.01,785.3823,Full Time Work,60k - 70k,NSW,377,38,36-40,0.015291916,Gold,Gold4
1148135,111.62,1593.4146,Full Time Work,100k+,VIC,434,30,26-30,0.07005082,Gold,Gold4
1148204,4.69,1178.363,Full Time Work,70k - 80k,WA,520,49,46-50,0.003980098,Gold,Gold2
1148215,1052.2,764.8046,Full Time Work,60k - 70k,QLD,366,27,26-30,1.375776244,Gold,Gold3
1148252,779.3,1150.2223,Full Time Work,60k - 70k,TAS,528,40,36-40,0.677521206,Gold,Gold3
1148270,382.07,1030.8607,Full Time Work,60k - 70k,QLD,512,40,36-40,0.370632036,Gold,Gold3
1148275,97.06,915.44,NULL,50k - 60k,QLD,472,24,18-25,0.106025518,Gold,Gold3
1148299,164.35,668.563,Full Time Work,40k - 50k,QLD,402,37,36-40,0.245825749,Gold,Gold4
1148330,322.88,1158.2596,Full Time Work,NULL,SA,401,28,26-30,0.278763068,Gold,Gold3
1148365,989.12,1058.0738,Full Time Work,50k - 60k,NSW,510,35,31-35,0.934830822,Gold,Gold2
1148413,1021.75,1261.0369,Full Time Work,70k - 80k,QLD,462,40,36-40,0.810245917,Gold,Gold3
1148528,815.8,1490.0984,Full Time Work,100k+,WA,417,42,41-45,0.547480623,Gold,Gold2
1148538,2872.53,1462.9542,Self Employed,80k - 90k,NSW,447,41,41-45,1.96351328,Gold,Gold5
1148581,0.54,1733.5876,Full Time Work,100k+,QLD,453,53,51-55,0.000311493,Gold,Gold1
1148627,3676.54,1178.575,Full Time Work,50k - 60k,NSW,372,45,41-45,3.119479032,Gold,Gold4
1148652,672.18,1735.293,NULL,NULL,NSW,374,34,31-35,0.387358216,Gold,Gold1
1148658,208.73,1379.4253,Casual Work,80k - 90k,QLD,445,28,26-30,0.151316639,Gold,Gold3
1148701,760.99,781.42,Full Time Work,50k - 60k,NSW,446,36,36-40,0.973855289,Gold,Gold1
1148721,2.02,1035.4884,Full Time Work,60k - 70k,NSW,414,35,31-35,0.00195077,Gold,Gold1
1148757,73.02,2025.5888,Casual Work,100k+,QLD,440,39,36-40,0.036048778,Gold,Gold2
1148793,513.69,1360.3661,Full Time Work,70k - 80k,QLD,311,25,18-25,0.377611586,Gold,Gold1
1148816,866.98,921.7176,NULL,60k - 70k,QLD,469,48,46-50,0.940613481,Gold,Gold4
1148827,0.71,724.2969,Full Time Work,40k - 50k,NSW,419,42,41-45,0.000980261,Gold,Gold3
1148881,159.18,1323.3207,Full Time Work,90k - 100k,QLD,418,38,36-40,0.120288302,Gold,Gold5
1148882,231.21,1355.8176,Part Time Work,80k - 90k,NSW,397,35,31-35,0.170531788,Gold,Gold2
1148896,501.09,861.57,Full Time Work,40k - 50k,QLD,461,35,31-35,0.581601031,Gold,Gold3
1148919,239.14,1494.5503,Full Time Work,80k - 90k,WA,383,38,36-40,0.160007997,Gold,Gold4
1148922,2560.46,1293,Full Time Work,70k - 80k,QLD,477,34,31-35,1.980247486,Gold,Gold2
1148954,277.29,615.29,Part Time Work,30k - 40k,SA,377,31,31-35,0.45066554,Gold,Gold1
1148981,952.78,959.9292,Full Time Work,50k - 60k,QLD,468,37,36-40,0.992552367,Gold,Gold1
1149001,173.35,1269.1669,Full Time Work,70k - 80k,QLD,375,31,31-35,0.136585661,Gold,Gold5
1149013,376.67,1529.585,Full Time Work,80k - 90k,NSW,402,33,31-35,0.246256338,Gold,Gold3
1149043,1065.37,663.9773,Full Time Work,30k - 40k,WA,355,23,18-25,1.604527745,Gold,Gold4
1149051,4931.21,1381.5653,Full Time Work,90k - 100k,QLD,368,36,36-40,3.56929202,Gold,Gold2
1149106,78.48,1155.083,Full Time Work,60k - 70k,QLD,393,29,26-30,0.067943169,Gold,Gold4
1149151,3694.11,1141.4269,Full Time Work,80k - 90k,VIC,447,33,31-35,3.236396479,Gold,Gold2
1149189,1662.07,1068.8738,Full Time Work,60k - 70k,VIC,406,29,26-30,1.554973094,Gold,Gold4
1149210,388.11,1373.3461,Full Time Work,70k - 80k,QLD,399,53,51-55,0.282601742,Gold,Gold2
1149303,664.23,1501.5423,Full Time Work,60k - 70k,NSW,350,32,31-35,0.44236516,Gold,Gold4
1149315,2999.81,2120.3507,Full Time Work,100k+,WA,371,27,26-30,1.414770679,Gold,Gold5
1149319,4251.37,1194.74,Full Time Work,NULL,WA,518,51,51-55,3.558406013,Gold,Gold2
1149329,2015.26,677.183,Full Time Work,50k - 60k,NSW,346,29,26-30,2.975945941,Gold,Gold5
1149463,3357.36,2120.0992,Full Time Work,100k+,VIC,472,49,46-50,1.583586277,Gold,Gold5
1149480,77.24,1595.8815,Full Time Work,100k+,QLD,431,51,51-55,0.048399584,Gold,Gold2
1149493,206.9,1071.5492,Casual Work,80k - 90k,NSW,383,49,46-50,0.193084928,Gold,Gold4
1149555,3873.39,1465.6069,Full Time Work,100k+,TAS,468,51,51-55,2.642857372,Gold,Gold2
1149619,1171.31,972.0138,Full Time Work,60k - 70k,VIC,438,57,56-60,1.205034332,Gold,Gold5
1149641,0.03,839.2811,Part Time Work,50k - 60k,SA,433,55,51-55,3.57E-05,Gold,Gold2
1149672,3466.51,492.8984,Self Employed,60k - 70k,QLD,419,45,41-45,7.032909825,Gold,Gold5
1149745,3921.15,1963.505,Full Time Work,70k - 80k,NSW,446,38,36-40,1.997015541,Gold,Gold1
1149805,686.62,660.2607,Full Time Work,40k - 50k,QLD,442,21,18-25,1.039922564,Gold,Gold3
1149876,252.64,1041.96,Full Time Work,90k - 100k,QLD,449,45,41-45,0.242466122,Gold,Gold5
1149884,1776.31,660.52,Casual Work,40k - 50k,QLD,505,31,31-35,2.689259977,Gold,Gold3
1149934,5194.06,720.803,NULL,30k - 40k,NSW,389,30,26-30,7.205935602,Gold,Gold4
1149966,525.7,1658.5053,Full Time Work,70k - 80k,NSW,396,27,26-30,0.316972156,Gold,Gold3
1149980,26,987.5161,Full Time Work,70k - 80k,QLD,422,46,46-50,0.026328685,Gold,Gold4
1149984,667.31,983.6476,NULL,60k - 70k,WA,389,30,26-30,0.678403526,Gold,Gold3
1150122,1498.6,2142.3353,Casual Work,40k - 50k,VIC,395,25,18-25,0.699517018,Gold,Gold4
1150136,206.98,595.3657,Full Time Work,30k - 40k,QLD,377,27,26-30,0.347651872,Gold,Gold5
1150167,1017.73,593.7369,Full Time Work,40k - 50k,WA,432,34,31-35,1.714109398,Gold,Gold5
1150298,397.13,635.7526,Casual Work,40k - 50k,SA,410,40,36-40,0.624661228,Gold,Gold1
1150307,197.19,1159.5,Full Time Work,70k - 80k,TAS,442,35,31-35,0.170064683,Gold,Gold4
1150347,943.93,889.4734,Full Time Work,50k - 60k,SA,459,44,41-45,1.061223416,Gold,Gold4
1150367,151.01,594.6676,Full Time Work,20k - 30k,WA,360,29,26-30,0.253940184,Gold,Gold4
1150372,619.75,1107.3823,Full Time Work,60k - 70k,WA,483,59,56-60,0.559653157,Gold,Gold5
1150416,73.69,980.6953,Full Time Work,40k - 50k,NSW,410,22,18-25,0.075140566,Gold,Gold3
1150432,150.29,1007.9669,Full Time Work,60k - 70k,NSW,458,38,36-40,0.149102118,Gold,Gold5
1150437,5808.22,1458.7792,NULL,90k - 100k,VIC,410,56,56-60,3.981562117,Gold,Gold5
1150470,3442.14,875.6769,Full Time Work,60k - 70k,QLD,441,44,41-45,3.930833393,Gold,Gold2
1150499,6.2,1408.9738,Full Time Work,80k - 90k,VIC,465,46,46-50,0.004400366,Gold,Gold4
1150529,32.18,706.8984,Casual Work,50k - 60k,NSW,364,35,31-35,0.045522808,Gold,Gold4
1150544,1.07,746.78,Casual Work,40k - 50k,NSW,355,55,51-55,0.001432818,Gold,Gold4
1150548,437.28,850.5573,Part Time Work,90k - 100k,NSW,443,62,61-65,0.514109984,Gold,Gold2
1150556,2153.47,1134.8315,Full Time Work,50k - 60k,NSW,402,40,36-40,1.897612112,Gold,Gold1
1150566,22.85,1485.9107,Full Time Work,70k - 80k,QLD,384,34,31-35,0.015377775,Gold,Gold1
1150588,368.2,2210.1715,Full Time Work,100k+,QLD,458,30,26-30,0.166593407,Gold,Gold3
1150596,174.21,1326.9215,Part Time Work,80k - 90k,NT,472,55,51-55,0.131288852,Gold,Gold2
1150619,2114.12,1111.9473,Self Employed,80k - 90k,NSW,458,43,41-45,1.901277156,Gold,Gold2
1150636,886.33,962.54,NULL,40k - 50k,QLD,365,47,46-50,0.92082407,Gold,Gold4
1150676,2779.07,853.3446,Full Time Work,NULL,NSW,392,39,36-40,3.256679658,Gold,Gold4
1150686,15.5,1033.1515,Full Time Work,50k - 60k,QLD,500,47,46-50,0.01500264,Gold,Gold2
1150691,554.71,988.19,Full Time Work,60k - 70k,QLD,398,19,18-25,0.561339419,Gold,Gold1
1150726,592.85,976.8461,Full Time Work,NULL,VIC,427,30,26-30,0.606902152,Gold,Gold3
1150732,227.64,409.2084,Full Time Work,40k - 50k,QLD,377,51,51-55,0.556293566,Gold,Gold5
1150740,253.83,1116.4007,Full Time Work,50k - 60k,VIC,490,28,26-30,0.227364601,Gold,Gold4
1150750,535.66,1160.2823,Full Time Work,70k - 80k,VIC,435,55,51-55,0.461663511,Gold,Gold3
1150757,1428.05,504.9561,Part Time Work,60k - 70k,WA,402,20,18-25,2.828067628,Gold,Gold4
1150796,546.44,794.1153,Full Time Work,50k - 60k,NSW,459,46,46-50,0.688111663,Gold,Gold3
1150820,628.85,1855.1923,Full Time Work,100k+,QLD,419,34,31-35,0.338967556,Gold,Gold2
1150842,152.51,1076.5753,Full Time Work,30k - 40k,QLD,391,20,18-25,0.141662176,Gold,Gold3
1150859,1574.06,823.4,Full Time Work,40k - 50k,ACT,396,24,18-25,1.911658975,Gold,Gold3
1150876,131.24,749.5207,Casual Work,40k - 50k,QLD,412,57,56-60,0.175098566,Gold,Gold4
1150884,135.03,993.4438,Full Time Work,60k - 70k,NSW,370,39,36-40,0.135921126,Gold,Gold5
1150892,4205.58,1431.1892,Full Time Work,70k - 80k,VIC,370,26,26-30,2.938521336,Gold,Gold1
1150896,696.71,1923.77,Part Time Work,60k - 70k,VIC,544,48,46-50,0.362158678,Gold,Gold2
1150952,222.02,1048.0407,Full Time Work,90k - 100k,VIC,542,56,56-60,0.211842918,Gold,Gold2
1150955,50.33,577.2446,Full Time Work,30k - 40k,QLD,382,29,26-30,0.087190075,Gold,Gold4
1150964,382.95,1587.7857,Full Time Work,80k - 90k,VIC,553,59,56-60,0.241184941,Gold,Gold2
1150965,281.53,1200.743,Part Time Work,30k - 40k,WA,520,48,46-50,0.234463162,Gold,Gold5
1151021,3875.67,1577.9961,Full Time Work,100k+,NSW,413,42,41-45,2.456070709,Gold,Gold4
1151033,478.2,653.6138,Full Time Work,50k - 60k,NSW,353,26,26-30,0.731624699,Gold,Gold1
1151047,4.67,943.5461,Full Time Work,60k - 70k,QLD,491,56,56-60,0.004949414,Gold,Gold5
1151049,465.58,1032.1638,Full Time Work,NULL,NSW,405,42,41-45,0.451071816,Gold,Gold1
1151085,878.08,1386.83,Full Time Work,70k - 80k,SA,458,56,56-60,0.633156191,Gold,Gold5
1151194,5914.42,472.42,NULL,20k - 30k,VIC,437,48,46-50,12.51941069,Gold,Gold4
1151199,2046.6,624.34,Full Time Work,30k - 40k,VIC,385,29,26-30,3.278021591,Gold,Gold4
1151222,94.94,760.3323,Full Time Work,50k - 60k,QLD,430,26,26-30,0.124866456,Gold,Gold3
1151310,105.8,931.3734,NULL,50k - 60k,NSW,360,28,26-30,0.113595686,Gold,Gold4
1151387,1079.06,1243.39,Full Time Work,20k - 30k,NSW,422,60,56-60,0.867837123,Gold,Gold5
1151391,484.8,721.2615,Full Time Work,40k - 50k,WA,405,26,26-30,0.672155661,Gold,Gold4
1151439,2414.54,832.4338,Full Time Work,70k - 80k,WA,479,32,31-35,2.900579001,Gold,Gold3
1151442,424.89,768.8523,Full Time Work,NULL,QLD,410,27,26-30,0.552628899,Gold,Gold4
1151501,585.36,782.5,Full Time Work,50k - 60k,WA,387,52,51-55,0.748063898,Gold,Gold4
1151511,166.34,437.8,Full Time Work,50k - 60k,VIC,374,28,26-30,0.37994518,Gold,Gold4
1151529,1150.18,884.6469,Full Time Work,50k - 60k,QLD,400,27,26-30,1.300157159,Gold,Gold4
1151560,283.51,552.0292,Full Time Work,NULL,WA,394,19,18-25,0.513577905,Gold,Gold4
1151561,303.99,895.4407,Full Time Work,40k - 50k,NSW,386,28,26-30,0.339486467,Gold,Gold1
1151565,1243.75,817.3169,Full Time Work,40k - 50k,NSW,391,32,31-35,1.521747562,Gold,Gold1
1151621,883.89,1255.4653,Full Time Work,70k - 80k,QLD,455,39,36-40,0.704033795,Gold,Gold1
1151662,586.96,652.648,Part Time Work,30k - 40k,NSW,450,54,51-55,0.899351565,Gold,Gold5
1151673,0.55,873.6092,NULL,60k - 70k,WA,425,49,46-50,0.000629572,Gold,Gold4
1151674,72.78,590.25,Part Time Work,30k - 40k,VIC,351,29,26-30,0.123303685,Gold,Gold1
1151727,651.2,842.0753,Full Time Work,50k - 60k,QLD,431,30,26-30,0.773327516,Gold,Gold3
1151731,7.24,1675.8646,Full Time Work,100k+,VIC,387,34,31-35,0.004320158,Gold,Gold4
1151748,141.64,1668.7434,Full Time Work,100k+,QLD,469,45,41-45,0.084878238,Gold,Gold5
1151750,568.96,1066.6853,Full Time Work,70k - 80k,QLD,451,36,36-40,0.533390682,Gold,Gold5
1151846,0.42,1555.5292,Full Time Work,70k - 80k,QLD,447,52,51-55,0.000270005,Gold,Gold5
1151874,738.64,1809.1707,Full Time Work,70k - 80k,NSW,314,29,26-30,0.40827546,Gold,Gold2
1151951,639.05,723.5861,Self Employed,40k - 50k,VIC,434,30,26-30,0.883170641,Gold,Gold4
1151961,496.34,960.04,Casual Work,70k - 80k,NSW,406,29,26-30,0.516999292,Gold,Gold3
1152023,422.13,466.1092,NULL,40k - 50k,WA,395,30,26-30,0.905646145,Gold,Gold4
1152026,110.82,819.39,Full Time Work,40k - 50k,VIC,387,37,36-40,0.135246952,Gold,Gold4
1152052,3879.59,1669.1323,Full Time Work,100k+,NSW,426,30,26-30,2.324315454,Gold,Gold1
1152057,1117.53,1313.7861,Full Time Work,70k - 80k,SA,505,50,46-50,0.85061792,Gold,Gold2
1152116,1211.83,745.835,Part Time Work,60k - 70k,SA,462,49,46-50,1.624796369,Gold,Gold3
1152162,580.11,1105.68,Part Time Work,40k - 50k,WA,392,37,36-40,0.524663555,Gold,Gold4
1152164,82.53,1054.5853,Full Time Work,100k+,QLD,457,59,56-60,0.07825825,Gold,Gold4
1152168,1156.67,674.843,Full Time Work,50k - 60k,NSW,426,46,46-50,1.713983845,Gold,Gold4
1152178,2578.76,1231.7184,Full Time Work,70k - 80k,NSW,357,32,31-35,2.093627894,Gold,Gold4
1152229,26.06,692.1938,Casual Work,20k - 30k,QLD,374,22,18-25,0.037648416,Gold,Gold4
1152250,391.16,1034.9053,Full Time Work,60k - 70k,VIC,428,49,46-50,0.37796695,Gold,Gold5
1152308,764.64,1107.0592,Full Time Work,70k - 80k,QLD,479,62,61-65,0.69069477,Gold,Gold2
1152315,2857.67,789.7869,Full Time Work,50k - 60k,QLD,537,61,61-65,3.618279817,Gold,Gold4
1152319,726.34,1290.985,Full Time Work,60k - 70k,NSW,409,49,46-50,0.562624663,Gold,Gold1
1152328,594.47,492.14,Casual Work,50k - 60k,NSW,432,31,31-35,1.207928638,Gold,Gold4
1152330,4.46,520,Part Time Work,40k - 50k,QLD,332,47,46-50,0.008576923,Gold,Gold4
1152334,2.63,1492.0811,Full Time Work,70k - 80k,WA,428,28,26-30,0.001762639,Gold,Gold3
1152346,405.13,1662.355,Casual Work,90k - 100k,WA,400,26,26-30,0.243708474,Gold,Gold4
1152365,1072.26,470.98,Full Time Work,30k - 40k,NSW,452,37,36-40,2.276657183,Gold,Gold4
1152369,69.86,822.46,Casual Work,40k - 50k,NSW,353,29,26-30,0.084940301,Gold,Gold4
1152380,1722.34,1760.9969,Full Time Work,100k+,NSW,446,38,36-40,0.978048286,Gold,Gold4
1152458,139.7,437.56,Full Time Work,40k - 50k,QLD,343,23,18-25,0.3192705,Gold,Gold3
1152469,1475.04,1064.785,NULL,NULL,WA,449,45,41-45,1.385293745,Gold,Gold3
1152542,416.63,1421.5476,Full Time Work,100k+,QLD,407,44,41-45,0.29308199,Gold,Gold2
1152544,14.2,650.4103,Full Time Work,40k - 50k,WA,365,42,41-45,0.021832373,Gold,Gold3
1152562,0.12,688.85,Full Time Work,40k - 50k,QLD,417,56,56-60,0.000174203,Gold,Gold4
1152617,0.11,1500.13,Part Time Work,60k - 70k,WA,310,39,36-40,7.33E-05,Gold,Gold4
1152645,1360.64,1107.6515,Full Time Work,70k - 80k,NSW,465,47,46-50,1.22840081,Gold,Gold2
1152684,44.32,1139.9838,Part Time Work,40k - 50k,NSW,408,57,56-60,0.038877745,Gold,Gold3
1152772,1310.6,1978.8484,Full Time Work,100k+,QLD,498,53,51-55,0.662304399,Gold,Gold2
1152809,255.17,1436.0123,Casual Work,60k - 70k,QLD,348,36,36-40,0.177693464,Gold,Gold1
1152819,2615.28,500,Full Time Work,100k+,WA,481,43,41-45,5.23056,Gold,Gold2
1152827,210.94,1138.5853,Casual Work,60k - 70k,VIC,386,38,36-40,0.185264995,Gold,Gold1
1152838,1447.72,1148.8376,Full Time Work,60k - 70k,WA,415,38,36-40,1.260160705,Gold,Gold3
1152852,142.92,821.895,Full Time Work,40k - 50k,QLD,529,53,51-55,0.173890825,Gold,Gold4
1152908,200.58,869.5576,Casual Work,50k - 60k,QLD,401,54,51-55,0.230669021,Gold,Gold5
1152913,226.27,1599.6061,Full Time Work,100k+,WA,366,36,36-40,0.141453574,Gold,Gold1
1152916,2.51,649.1246,Casual Work,40k - 50k,NSW,352,33,31-35,0.003866746,Gold,Gold4
1152926,2088.23,782.8846,Full Time Work,50k - 60k,WA,415,54,51-55,2.667353528,Gold,Gold4
1152928,1643.02,2083.3053,Full Time Work,100k+,NSW,405,52,51-55,0.788660212,Gold,Gold5
1152935,60.36,979.7415,Full Time Work,70k - 80k,VIC,358,32,31-35,0.061608087,Gold,Gold4
1152941,40.56,2114.9211,Full Time Work,100k+,NSW,407,53,51-55,0.01917802,Gold,Gold1
1153022,33.58,646.7384,Full Time Work,40k - 50k,QLD,390,21,18-25,0.051922075,Gold,Gold4
1153094,670.44,481,NULL,30k - 40k,QLD,354,19,18-25,1.393846154,Gold,Gold3
1153178,554.44,680.56,Full Time Work,40k - 50k,VIC,414,54,51-55,0.814682027,Gold,Gold4
1153223,153.51,690.8353,Full Time Work,50k - 60k,WA,413,26,26-30,0.222209259,Gold,Gold4
1153284,288.39,1213.283,Part Time Work,70k - 80k,VIC,460,49,46-50,0.237693926,Gold,Gold2
1153324,883.23,693.9746,Casual Work,40k - 50k,NSW,429,28,26-30,1.272712287,Gold,Gold4
1153362,357.35,1084.4946,Full Time Work,30k - 40k,QLD,489,41,41-45,0.329508326,Gold,Gold2
1153366,14.38,1462.8338,Full Time Work,80k - 90k,VIC,359,33,31-35,0.009830235,Gold,Gold5
1153434,0.7,920.87,Full Time Work,NULL,NT,418,32,31-35,0.000760151,Gold,Gold1
1153437,133.06,472.1523,Part Time Work,30k - 40k,WA,433,55,51-55,0.281815846,Gold,Gold3
1153562,4937.18,1602.7669,Self Employed,40k - 50k,NSW,460,40,36-40,3.080410508,Gold,Gold2
1153642,2113.37,2395.8692,Full Time Work,100k+,NSW,473,37,36-40,0.882089056,Gold,Gold2
1153660,27.75,700.1115,NULL,40k - 50k,QLD,425,29,26-30,0.039636544,Gold,Gold5
1153694,2973,1785.1265,Full Time Work,100k+,WA,463,29,26-30,1.665428192,Gold,Gold3
1153704,2544.07,1056.1907,Full Time Work,60k - 70k,VIC,491,38,36-40,2.408722213,Gold,Gold3
1153716,349.46,2307.3184,Full Time Work,100k+,NSW,502,54,51-55,0.151457207,Gold,Gold2
1153728,845.54,1602.323,Full Time Work,90k - 100k,QLD,516,52,51-55,0.527696351,Gold,Gold2
1153739,1067.54,1476.733,Part Time Work,60k - 70k,NSW,473,47,46-50,0.722906578,Gold,Gold3
1153940,29.87,618.3876,Casual Work,20k - 30k,QLD,414,21,18-25,0.048303038,Gold,Gold4
1153991,1481.37,1593.635,Full Time Work,80k - 90k,NSW,368,26,26-30,0.929554133,Gold,Gold3
1154020,1951.72,545.48,Full Time Work,NULL,QLD,407,21,18-25,3.577986361,Gold,Gold4
1154077,9.62,1571.5976,Full Time Work,70k - 80k,VIC,576,67,66-70,0.00612116,Gold,Gold2
1154107,783.3,776.3746,Full Time Work,50k - 60k,NSW,446,28,26-30,1.008920178,Gold,Gold1
1154144,827.38,640.2107,Full Time Work,40k - 50k,NULL,378,26,26-30,1.292355782,Gold,Gold4
1154214,6.54,824.5242,Full Time Work,40k - 50k,NSW,418,23,18-25,0.007931847,Gold,Gold4
1154244,253.69,800.3438,Full Time Work,40k - 50k,VIC,424,21,18-25,0.316976279,Gold,Gold3
1154245,140.11,1317.6384,NULL,70k - 80k,NSW,517,42,41-45,0.106334181,Gold,Gold5
1154258,17.32,1108.923,Part Time Work,30k - 40k,WA,430,46,46-50,0.015618758,Gold,Gold4
1154291,763.5,1335.2657,Full Time Work,60k - 70k,QLD,496,44,41-45,0.57179631,Gold,Gold4
1154299,568.84,570.8323,Full Time Work,50k - 60k,ACT,412,36,36-40,0.996509833,Gold,Gold4
1154303,720.48,968.3469,Self Employed,70k - 80k,QLD,408,39,36-40,0.744030884,Gold,Gold4
1154315,701.65,1106.6938,Part Time Work,60k - 70k,VIC,591,51,51-55,0.63400554,Gold,Gold2
1154372,107.61,1751.2346,Full Time Work,90k - 100k,VIC,402,30,26-30,0.061448078,Gold,Gold1
1154394,1117.3,1659.833,Full Time Work,70k - 80k,VIC,431,33,31-35,0.673140009,Gold,Gold4
1154412,638.36,927.9546,Full Time Work,50k - 60k,QLD,366,27,26-30,0.687921586,Gold,Gold5
1154435,2056.41,1240.8719,Full Time Work,40k - 50k,NSW,410,51,51-55,1.657229888,Gold,Gold1
1154492,443.52,749.353,Full Time Work,30k - 40k,WA,407,36,36-40,0.591870587,Gold,Gold3
1154536,162.53,1185.0307,Full Time Work,40k - 50k,ACT,356,27,26-30,0.137152565,Gold,Gold1
1154620,45.29,1146.3869,Full Time Work,50k - 60k,TAS,423,65,61-65,0.039506732,Gold,Gold2
1154648,313.79,1344.0911,Part Time Work,100k+,QLD,391,59,56-60,0.233458878,Gold,Gold5
1154700,0.43,789.16,Other,30k - 40k,NSW,518,51,51-55,0.000544883,Gold,Gold2
1154706,593.43,1991.2396,Full Time Work,100k+,SA,465,52,51-55,0.298020389,Gold,Gold2
1154711,748.59,1360.4338,Full Time Work,NULL,NSW,386,40,36-40,0.550258307,Gold,Gold3
1154729,150.37,785.7584,Full Time Work,50k - 60k,QLD,393,36,36-40,0.191369255,Gold,Gold5
1154749,0.58,809.0592,NULL,NULL,SA,406,26,26-30,0.000716882,Gold,Gold3
1154763,159.34,811.9584,Full Time Work,40k - 50k,NSW,421,29,26-30,0.196241581,Gold,Gold4
1154864,94.25,783.2138,Casual Work,20k - 30k,NSW,428,23,18-25,0.120337512,Gold,Gold1
1154869,257.06,715.1992,Full Time Work,40k - 50k,NSW,421,29,26-30,0.359424339,Gold,Gold3
1154926,2.21,552.1323,Full Time Work,40k - 50k,WA,322,27,26-30,0.004002664,Gold,Gold4
1154954,55.67,995.4,Full Time Work,60k - 70k,NSW,513,52,51-55,0.055927265,Gold,Gold5
1155004,1856.01,1103.4907,NULL,60k - 70k,WA,366,28,26-30,1.681944397,Gold,Gold5
1155066,1870.67,849.3338,Full Time Work,60k - 70k,WA,380,23,18-25,2.202514488,Gold,Gold3
1155096,1085.61,1225.6109,Full Time Work,70k - 80k,WA,370,33,31-35,0.885770517,Gold,Gold5
1155102,451.44,963.1103,Full Time Work,50k - 60k,WA,448,53,51-55,0.468731359,Gold,Gold5
1155106,1248.65,729.7407,Full Time Work,50k - 60k,VIC,482,36,36-40,1.71108724,Gold,Gold2
1155116,390.46,1016.6515,Part Time Work,40k - 50k,QLD,307,24,18-25,0.384064746,Gold,Gold1
1155182,0.38,871.05,Full Time Work,50k - 60k,QLD,436,43,41-45,0.000436255,Gold,Gold3
1155221,814.18,758.09,Casual Work,50k - 60k,NSW,439,54,51-55,1.073988577,Gold,Gold4
1155230,1224.12,657.39,Full Time Work,40k - 50k,WA,435,22,18-25,1.862090996,Gold,Gold3
1155239,0.41,955.8626,Full Time Work,50k - 60k,WA,405,35,31-35,0.000428932,Gold,Gold4
1155256,100.86,804.2407,Part Time Work,40k - 50k,NSW,437,29,26-30,0.125410216,Gold,Gold4
1155307,133.05,1264.7907,Full Time Work,50k - 60k,QLD,365,25,18-25,0.105195271,Gold,Gold1
1155330,1.15,1067.94,Full Time Work,60k - 70k,WA,432,31,31-35,0.00107684,Gold,Gold3
1155335,503.03,1554.07,Full Time Work,100k+,SA,515,43,41-45,0.323685548,Gold,Gold2
1155370,1110.07,793.6538,Full Time Work,60k - 70k,WA,401,28,26-30,1.398682902,Gold,Gold4
1155386,1226.07,703.49,NULL,50k - 60k,NT,389,51,51-55,1.742839273,Gold,Gold4
1155451,610.87,997.7684,Part Time Work,50k - 60k,QLD,370,43,41-45,0.612236266,Gold,Gold4
1155470,130.76,593.3661,Full Time Work,40k - 50k,NSW,547,55,51-55,0.220369853,Gold,Gold3
1155483,292.11,862.1415,Casual Work,60k - 70k,QLD,369,36,36-40,0.338819092,Gold,Gold2
1155578,4.79,840.42,Full Time Work,30k - 40k,NSW,476,51,51-55,0.005699531,Gold,Gold4
1155656,220,977.89,Full Time Work,40k - 50k,QLD,394,41,41-45,0.224974179,Gold,Gold4
1155702,29.61,545.3284,Casual Work,30k - 40k,QLD,355,26,26-30,0.054297557,Gold,Gold4
1155730,212.58,1667.153,Full Time Work,70k - 80k,WA,469,31,31-35,0.127510792,Gold,Gold3
1155741,88.53,693.0953,Full Time Work,50k - 60k,QLD,421,48,46-50,0.127731352,Gold,Gold3
1155753,303.34,1330.0276,Casual Work,80k - 90k,NSW,454,31,31-35,0.228070455,Gold,Gold1
1155817,38.88,676.3907,Full Time Work,40k - 50k,VIC,440,41,41-45,0.057481571,Gold,Gold1
1155841,3244.33,782.4611,Full Time Work,NULL,QLD,369,35,31-35,4.14631475,Gold,Gold1
1155904,58.7,734.6223,Full Time Work,40k - 50k,NSW,352,34,31-35,0.079905007,Gold,Gold4
1155905,2434.54,1336.7338,Casual Work,80k - 90k,WA,476,41,41-45,1.821260149,Gold,Gold2
1155942,323.01,1417.903,Full Time Work,90k - 100k,NSW,476,27,26-30,0.227808249,Gold,Gold2
